"","Age","Experience","Income","Family","CCAvg","Education","Mortgage","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard","EducationNumber","logit.reg.pred"
"3782",65,40,118,1,1.3,"Undergrad",333,0,0,1,1,1,1,0.0586374000655471
"3785",30,6,115,4,3.8,"Graduate",0,1,0,0,1,0,2,0.49810460458221
"3787",54,28,90,1,0.3,"Undergrad",0,0,0,0,1,0,1,0.000527733650036904
"3788",37,12,28,4,1.7,"Undergrad",0,0,1,1,1,0,1,0.000915660266037346
"3792",41,17,80,1,0.3,"Undergrad",0,0,0,0,0,0,1,0.000360627813610701
"3793",62,36,109,4,1.7,"Advanced/Professional",0,0,0,0,1,0,3,0.465199345247665
"3796",51,25,39,1,1.2,"Graduate",98,0,0,0,1,0,2,0.00182846752492454
"3798",61,35,31,2,0.3,"Undergrad",0,0,0,0,1,0,1,0.0000250432077613467
"3801",64,38,35,1,0.5,"Advanced/Professional",0,0,0,0,1,0,3,0.00136849241891057
"3805",47,22,203,2,8.8,"Undergrad",0,0,0,0,1,0,1,0.790746487968039
"3806",29,5,84,3,0.8,"Undergrad",0,0,0,0,0,0,1,0.00125575439545814
"3807",34,8,41,4,0.8,"Undergrad",0,0,0,0,0,0,1,0.000177749108036558
"3810",26,2,62,4,1.6,"Undergrad",0,0,1,0,0,0,1,0.000294295206816974
"3819",26,0,102,4,2.3,"Advanced/Professional",0,0,0,0,0,0,3,0.387020958537844
"3820",57,27,50,4,2,"Advanced/Professional",0,0,0,0,1,0,3,0.0258564168309961
"3822",35,9,188,2,3.7,"Graduate",259,1,0,0,1,0,2,0.981063298260066
"3827",43,19,132,1,5,"Undergrad",0,0,0,0,0,0,1,0.020654856990714
"3832",37,12,132,2,3.9,"Undergrad",0,0,0,0,0,0,1,0.028642992337581
"3834",33,9,83,1,0.1,"Undergrad",0,0,0,0,1,0,1,0.000213314963030039
"3835",48,22,28,1,1.4,"Advanced/Professional",75,0,0,0,1,0,3,0.000876755090412743
"3840",31,5,42,2,2,"Advanced/Professional",0,0,0,0,1,0,3,0.00286083809267965
"3841",56,31,35,3,0.1,"Graduate",114,0,0,0,0,0,2,0.00639626514565909
"3842",30,4,81,2,0.2,"Undergrad",0,0,0,0,1,0,1,0.000355971378918363
"3843",61,35,91,2,2,"Undergrad",0,0,0,0,1,0,1,0.00142786050068392
"3844",32,7,129,4,5.2,"Graduate",0,1,0,0,0,1,2,0.629230097529591
"3845",51,27,75,1,2.7,"Undergrad",0,0,0,0,0,0,1,0.000455153791663739
"3847",31,5,43,1,1.5,"Undergrad",0,0,0,0,0,0,1,0.0000418320417418143
"3848",43,18,94,4,1.1,"Graduate",0,0,0,0,0,0,2,0.277658420086284
"3850",42,18,34,1,2,"Graduate",0,0,1,0,0,0,2,0.000915553113833268
"3855",31,6,83,4,1.8,"Advanced/Professional",0,0,0,0,1,0,3,0.0928925806217144
"3856",42,18,143,1,1.7,"Undergrad",0,0,1,0,1,0,1,0.00672222637742169
"3857",56,30,81,4,2.6,"Advanced/Professional",0,0,0,0,1,0,3,0.137357315711876
"3858",63,39,39,1,1.9,"Graduate",0,0,0,0,0,0,2,0.00341517651884556
"3861",31,6,64,2,0.1,"Undergrad",0,0,0,0,1,1,1,0.0000339655655378499
"3863",60,34,64,3,2.5,"Undergrad",0,0,0,0,1,0,1,0.000486029938129442
"3867",51,25,40,4,1.8,"Undergrad",0,0,1,0,0,1,1,0.0000369375437690067
"3872",40,16,125,2,1.9,"Undergrad",0,0,0,0,0,1,1,0.00395016419394695
"3873",53,29,63,2,1,"Advanced/Professional",0,0,0,0,1,0,3,0.0110988218645878
"3876",26,2,119,2,0.6,"Undergrad",381,0,0,0,1,1,1,0.0015629580644063
"3878",29,4,41,1,1,"Undergrad",0,0,0,0,0,0,1,0.0000310715601030759
"3879",35,11,81,2,0,"Undergrad",0,0,0,0,1,1,1,0.0000971247001971945
"3880",28,4,101,3,2.5,"Undergrad",270,0,0,0,0,0,1,0.00642955703549006
"3888",24,-2,118,2,7.2,"Undergrad",0,0,1,0,1,0,1,0.00517023174925182
"3890",26,0,19,1,0.1,"Graduate",121,0,0,0,1,0,2,0.000307067500050439
"3891",42,17,139,2,2.9,"Advanced/Professional",0,1,0,0,1,0,3,0.619126475399411
"3892",65,40,63,3,0.5,"Graduate",0,0,0,0,1,0,2,0.0223702091899821
"3894",30,5,40,4,1.7,"Graduate",0,0,0,0,1,0,2,0.00669240070323953
"3895",32,6,44,1,0.3,"Undergrad",81,0,0,0,1,1,1,0.00000683662030373768
"3896",36,12,59,3,2,"Undergrad",216,0,0,0,0,0,1,0.000453144325231539
"3898",56,31,64,2,2.3,"Advanced/Professional",0,0,0,0,0,0,3,0.0279846241028065
"3899",44,20,129,2,3.3,"Undergrad",0,0,0,0,1,0,1,0.0130542033517605
"3904",47,23,65,1,0,"Undergrad",0,0,0,0,0,0,1,0.00014658823972706
"3905",29,5,18,1,0.4,"Advanced/Professional",94,0,0,0,1,1,3,0.0000798044640599714
"3906",52,28,55,1,1.6,"Advanced/Professional",0,0,0,0,0,0,3,0.00742893983624072
"3910",33,7,111,2,1.3,"Undergrad",0,0,0,0,1,0,1,0.00292481287803499
"3912",52,26,44,2,0.8,"Advanced/Professional",148,0,0,0,0,1,3,0.00222533505809751
"3913",40,14,69,1,1.5,"Advanced/Professional",0,0,0,0,0,0,3,0.0163864373670679
"3914",45,20,62,3,0.8,"Advanced/Professional",172,0,0,0,1,0,3,0.0197684556750749
"3916",38,13,91,1,2.8,"Undergrad",0,0,0,0,1,1,1,0.000185378812357774
"3917",50,26,12,1,0.2,"Undergrad",96,0,0,0,0,0,1,0.00000635897670097509
"3921",34,8,82,2,1.5,"Advanced/Professional",0,0,1,1,1,1,3,0.151465224817431
"3923",31,4,20,4,1.5,"Graduate",0,0,0,0,1,0,2,0.00212017598266301
"3926",42,18,22,1,1.4,"Advanced/Professional",0,0,0,0,1,0,3,0.000448767203292018
"3932",53,27,170,1,1,"Undergrad",0,0,0,0,1,0,1,0.0811239830603279
"3934",39,14,40,1,2.5,"Advanced/Professional",0,0,0,0,1,0,3,0.00168644081563773
"3935",35,11,68,2,0,"Undergrad",126,0,0,0,0,1,1,0.0000867997367991672
"3936",59,33,53,3,2.5,"Undergrad",0,0,0,0,1,0,1,0.000240191643950051
"3937",43,18,63,3,0.8,"Advanced/Professional",0,0,1,0,0,0,3,0.0145970746968844
"3941",41,17,53,2,2.5,"Undergrad",102,0,0,0,1,0,1,0.000105708670944622
"3942",57,33,79,1,2.7,"Graduate",294,0,0,0,1,1,2,0.0102090719302424
"3943",42,17,89,1,0.1,"Graduate",170,0,0,0,1,0,2,0.0304633721630227
"3948",32,8,119,4,5,"Advanced/Professional",0,1,0,0,1,0,3,0.613909459007719
"3954",50,26,52,4,0.1,"Advanced/Professional",0,0,0,0,0,0,3,0.0237065004706957
"3955",32,7,134,2,3.1,"Undergrad",0,0,0,0,0,0,1,0.0264541567543806
"3957",62,37,45,3,0.5,"Graduate",200,0,0,0,1,1,2,0.00260574536622179
"3961",62,37,48,3,2.2,"Undergrad",0,0,0,0,0,0,1,0.000288351287437658
"3966",39,15,94,2,1.9,"Undergrad",0,0,0,0,1,0,1,0.00108243466048005
"3967",33,7,84,1,2.9,"Advanced/Professional",0,0,0,0,1,0,3,0.0269109062945966
"3968",40,15,22,1,0.6,"Advanced/Professional",0,0,0,0,1,0,3,0.000404920693769609
"3971",65,40,71,3,2.2,"Undergrad",0,0,0,0,0,1,1,0.000375941513029041
"3973",29,5,112,2,4.33,"Undergrad",0,0,0,0,1,1,1,0.00126718875002881
"3975",46,21,41,1,0.5,"Advanced/Professional",0,0,0,0,0,0,3,0.00250827308081209
"3976",50,23,25,1,0.5,"Graduate",0,0,0,0,1,0,2,0.000633792374377221
"3977",60,33,42,4,2.5,"Graduate",194,0,0,0,1,0,2,0.0188287446503482
"3979",43,18,19,2,0.3,"Graduate",0,0,0,0,1,0,2,0.00058186576932281
"3981",46,22,89,4,1.4,"Graduate",0,0,0,0,1,0,2,0.142494578856673
"3982",64,39,22,3,0.5,"Undergrad",0,0,1,1,1,1,1,0.000131780212097348
"3984",39,13,93,4,3.6,"Advanced/Professional",0,1,0,0,1,0,3,0.235994430348039
"3990",49,25,90,4,1.4,"Graduate",0,0,1,0,1,0,2,0.0836790131042352
"3995",42,18,88,4,0.8,"Undergrad",0,0,0,0,1,1,1,0.000570860002704613
"3998",62,38,80,4,1.7,"Graduate",0,0,0,0,0,0,2,0.181051502469501
"3999",34,10,41,1,1.33,"Undergrad",0,0,0,0,0,1,1,0.00000981620565099854
"4000",47,21,90,2,0.8,"Advanced/Professional",0,0,0,0,0,0,3,0.0961936986361013
"4001",62,37,93,3,3,"Advanced/Professional",0,1,0,1,1,1,3,0.696332639387766
"4006",56,32,32,2,0.8,"Undergrad",79,0,1,0,1,0,1,0.000012876081197303
"4008",31,7,35,2,1,"Graduate",0,0,0,0,0,1,2,0.00072313874845802
"4009",61,31,154,3,7.5,"Advanced/Professional",351,1,0,1,1,1,3,0.997715438025863
"4010",42,18,189,2,7.6,"Undergrad",0,0,0,0,1,0,1,0.52961406983774
"4014",62,38,23,2,0.3,"Advanced/Professional",0,0,0,0,0,0,3,0.00162719639825508
"4015",56,32,23,4,0.7,"Undergrad",0,0,0,0,1,1,1,0.0000117493774344673
"4016",25,-1,139,2,2,"Undergrad",0,0,0,0,0,1,1,0.0086464195122836
"4017",53,28,173,4,2.7,"Undergrad",427,1,0,0,1,0,1,0.527357480314044
"4019",59,35,161,1,2.9,"Undergrad",160,0,0,0,0,1,1,0.0396441104105083
"4022",40,14,42,2,0.3,"Undergrad",106,0,0,0,0,1,1,0.0000211825052575848
"4023",35,5,81,4,4,"Advanced/Professional",0,0,0,0,1,0,3,0.156518775359628
"4024",51,25,175,3,0.7,"Undergrad",312,1,0,0,0,0,1,0.454176241930026
"4026",51,27,53,1,1.8,"Advanced/Professional",0,0,0,0,0,1,3,0.00197554236188024
"4032",42,18,29,1,0.3,"Advanced/Professional",0,0,0,0,1,0,3,0.000580466724019494
"4033",59,35,93,2,1.6,"Undergrad",0,0,0,0,0,1,1,0.000673935756611459
"4035",35,11,82,2,1.7,"Graduate",0,0,0,0,1,1,2,0.0093099926578254
"4036",34,9,180,2,6.5,"Advanced/Professional",0,1,0,1,1,0,3,0.99919200189206
"4037",46,21,13,2,0.7,"Advanced/Professional",0,0,0,0,1,0,3,0.000442881210984946
"4042",45,19,40,1,0.2,"Undergrad",0,0,1,1,1,1,1,0.00010349568396034
"4043",29,3,190,2,4.5,"Undergrad",246,0,0,0,1,1,1,0.205723525847998
"4045",36,11,9,2,0.3,"Graduate",99,0,1,0,0,0,2,0.000270471504582966
"4046",57,31,38,4,0.7,"Graduate",0,0,0,0,1,0,2,0.00795546975439054
"4050",54,28,82,4,2.6,"Advanced/Professional",294,0,0,0,0,0,3,0.286776103308455
"4051",53,26,14,2,1,"Graduate",83,0,0,0,0,0,2,0.00120076142676477
"4053",43,19,54,2,1.7,"Undergrad",0,0,0,0,1,0,1,0.0000905304685520985
"4056",42,18,65,3,2.1,"Advanced/Professional",0,0,0,0,1,1,3,0.00654323520228665
"4057",51,25,113,2,6.3,"Undergrad",0,0,0,0,0,0,1,0.0171275880974345
"4060",53,27,39,4,1.5,"Advanced/Professional",0,0,0,0,1,0,3,0.00902297185971967
"4064",47,21,24,2,0.1,"Advanced/Professional",0,0,0,0,0,1,3,0.000444198683641411
"4065",63,39,50,1,0,"Graduate",166,0,0,0,0,0,2,0.00599029715543326
"4068",52,28,21,4,0.5,"Graduate",0,0,0,0,1,0,2,0.00219562557138741
"4069",59,34,21,2,0.5,"Graduate",0,0,0,0,1,0,2,0.000866735902548248
"4070",56,32,31,4,1.3,"Undergrad",0,0,0,0,0,0,1,0.000127415975150588
"4071",58,33,70,4,0.7,"Undergrad",0,0,1,0,0,0,1,0.000718561080299836
"4073",42,17,78,1,1,"Advanced/Professional",0,0,0,0,1,0,3,0.014740916352446
"4077",49,23,22,1,0.3,"Advanced/Professional",0,0,0,0,0,0,3,0.000819292926822777
"4078",26,0,71,4,1.8,"Graduate",0,0,1,0,1,0,2,0.0230663588140284
"4080",65,40,75,3,2.2,"Undergrad",0,0,0,0,1,0,1,0.000936473101787663
"4081",27,0,40,1,2,"Graduate",110,0,0,0,0,1,2,0.000860253746510691
"4084",46,20,99,3,1.1,"Undergrad",0,0,0,0,0,0,1,0.00489653809260911
"4085",60,36,59,1,0,"Graduate",0,0,1,0,0,0,2,0.00412426099781445
"4086",28,2,53,3,2.4,"Graduate",0,0,0,0,1,0,2,0.0100778315602938
"4091",42,18,49,3,2.1,"Advanced/Professional",0,0,1,0,1,0,3,0.00402836410691248
"4093",40,15,171,2,3.3,"Undergrad",0,0,0,0,1,0,1,0.155579473106981
"4097",38,14,49,3,2.8,"Undergrad",0,0,0,0,0,0,1,0.000222815483942084
"4098",60,34,92,2,2,"Undergrad",0,0,0,0,0,0,1,0.00261940849538596
"4100",61,35,60,1,2.8,"Graduate",0,0,0,0,1,1,2,0.00272020419451758
"4102",45,21,40,3,0.6,"Graduate",0,0,0,0,1,1,2,0.00112824424232122
"4103",41,16,81,2,0.4,"Undergrad",146,0,0,0,1,1,1,0.000142162902688531
"4105",38,14,25,4,1,"Undergrad",0,0,0,0,0,0,1,0.0000635139266779403
"4107",48,22,54,1,1.2,"Graduate",0,0,0,0,0,0,2,0.00698221996733065
"4108",47,22,81,1,2.9,"Undergrad",0,0,0,0,0,1,1,0.000201740317532678
"4109",64,39,73,3,2.2,"Undergrad",0,0,1,0,0,1,1,0.000207184460537274
"4112",43,17,21,3,1.5,"Undergrad",0,0,0,0,0,0,1,0.0000376751647680082
"4116",45,20,84,4,1.1,"Graduate",180,0,0,0,1,0,2,0.129032153539349
"4123",56,30,195,1,2.9,"Undergrad",0,0,0,0,0,0,1,0.515056817733769
"4127",58,33,23,3,1.3,"Graduate",131,0,0,0,0,0,2,0.00386885277704418
"4129",46,21,53,4,1.9,"Advanced/Professional",0,0,0,0,0,0,3,0.0336090969151763
"4135",35,11,85,4,0.1,"Graduate",131,0,0,0,0,0,2,0.152289458884886
"4138",37,12,52,2,1.1,"Graduate",0,0,0,0,1,0,2,0.00478969556136911
"4141",63,38,32,1,1.5,"Graduate",0,0,0,0,0,0,2,0.00218927154726288
"4143",57,32,70,3,1.6,"Advanced/Professional",0,0,0,0,0,0,3,0.0615553336698665
"4144",55,31,20,2,0.3,"Undergrad",0,0,0,0,1,0,1,0.0000101944744549296
"4146",58,34,63,4,1.6,"Graduate",0,0,0,0,0,0,2,0.065848357160524
"4147",53,28,85,1,1.3,"Advanced/Professional",118,0,0,0,1,0,3,0.0318421677387019
"4151",46,20,72,2,1.7,"Graduate",75,0,0,0,1,0,2,0.0240510423876402
"4152",44,18,123,3,5.9,"Undergrad",0,1,0,1,1,1,1,0.224261641302
"4160",45,20,70,4,1.9,"Advanced/Professional",0,0,0,0,1,1,3,0.0164612494976448
"4161",30,4,11,1,0.1,"Graduate",0,0,0,0,1,1,2,0.0000506916037601119
"4162",32,8,61,3,2.6,"Graduate",0,0,0,0,0,0,2,0.027904183169728
"4163",61,37,41,1,0.8,"Undergrad",0,0,0,0,1,1,1,0.00000770394311391986
"4167",66,40,30,2,0.7,"Advanced/Professional",86,0,0,0,0,0,3,0.00354776249536477
"4168",48,24,144,4,3.5,"Graduate",0,1,0,0,0,0,2,0.930389843230751
"4169",60,34,139,4,0.4,"Undergrad",0,1,0,0,1,0,1,0.0616301714441637
"4170",41,17,143,2,2.7,"Advanced/Professional",209,1,0,0,1,0,3,0.703998778933513
"4172",58,31,49,4,2.5,"Graduate",0,0,0,0,1,0,2,0.0226596525738153
"4174",35,9,43,2,0.3,"Undergrad",0,0,0,0,1,0,1,0.0000359786608619293
"4177",44,18,75,1,0.7,"Advanced/Professional",0,0,0,0,0,1,3,0.00660696662343852
"4178",47,23,75,1,2.6,"Graduate",0,0,0,0,0,1,2,0.00845116224064859
"4182",47,22,22,1,0.4,"Advanced/Professional",0,0,0,0,1,0,3,0.000435177447125233
"4183",55,29,49,2,0.8,"Advanced/Professional",220,0,0,0,0,1,3,0.00345228691102926
"4185",51,25,99,2,2.4,"Graduate",0,0,0,0,0,0,2,0.206928090713331
"4191",40,16,89,3,3.9,"Graduate",216,1,1,1,1,0,2,0.751524514677502
"4196",43,19,52,4,2.2,"Graduate",0,0,0,0,0,0,2,0.0302213784042244
"4197",49,25,13,1,0.9,"Advanced/Professional",0,0,0,0,1,0,3,0.000261031995679194
"4199",61,36,50,4,1.7,"Undergrad",189,0,0,0,1,0,1,0.000362730342239266
"4202",61,36,89,3,0.5,"Undergrad",0,0,0,0,1,0,1,0.00160179647874303
"4203",35,9,82,3,0.9,"Graduate",0,0,0,0,1,0,2,0.0516299155627179
"4205",40,16,61,3,2.1,"Advanced/Professional",0,0,0,0,0,0,3,0.0287231381566523
"4206",61,36,139,2,3.9,"Undergrad",0,0,0,0,0,0,1,0.0615586030171038
"4207",48,23,29,1,1.3,"Graduate",0,0,0,0,0,0,2,0.00140194818230552
"4208",37,11,51,3,2.1,"Undergrad",0,0,0,0,1,1,1,0.0000419782587853431
"4211",35,8,43,2,1.67,"Graduate",0,0,0,0,0,0,2,0.00571956901225948
"4213",50,23,9,1,0.5,"Graduate",98,0,0,0,1,0,2,0.000259691567054139
"4214",49,25,39,3,1.9,"Graduate",0,0,0,0,0,0,2,0.00823487670482272
"4218",45,21,29,1,0.3,"Advanced/Professional",105,0,0,0,1,1,3,0.000201494039173167
"4219",52,27,43,4,0.2,"Graduate",0,0,0,0,0,1,2,0.00453435148045501
"4224",53,26,8,1,0.5,"Graduate",0,0,0,0,0,1,2,0.000117744328208231
"4226",43,18,204,2,8.8,"Undergrad",0,0,0,0,1,0,1,0.791186634853514
"4232",56,32,60,1,1.8,"Advanced/Professional",227,0,0,0,1,0,3,0.00823576662536253
"4234",32,7,134,2,3.3,"Undergrad",0,0,0,0,1,0,1,0.015785518568651
"4236",27,1,91,2,0.2,"Undergrad",0,0,0,0,1,0,1,0.000637047705356014
"4245",51,26,55,3,2,"Graduate",93,0,0,0,1,0,2,0.015730091145268
"4246",44,20,145,1,3.5,"Undergrad",0,0,0,0,0,1,1,0.0110012129741499
"4247",60,35,24,1,1.5,"Graduate",0,0,0,0,0,0,2,0.00126817099294356
"4249",58,33,138,2,3.9,"Undergrad",0,0,1,0,1,0,1,0.0163232357019997
"4251",52,28,54,4,0.1,"Advanced/Professional",0,0,0,0,0,1,3,0.00828425517337443
"4256",59,35,78,2,2.8,"Undergrad",0,0,0,0,1,0,1,0.000621848393096001
"4260",52,26,158,2,3.7,"Advanced/Professional",251,1,0,0,0,1,3,0.837761656147904
"4261",57,31,52,1,1.4,"Undergrad",0,0,0,0,1,0,1,0.0000610646587081156
"4264",59,33,18,2,0.2,"Advanced/Professional",0,0,0,0,0,0,3,0.00125935327359863
"4269",49,23,108,2,2.4,"Graduate",0,0,0,0,1,0,2,0.202743884736931
"4270",47,23,12,4,0.5,"Graduate",0,0,0,0,0,0,2,0.00202830557990593
"4271",45,19,19,3,1.5,"Undergrad",94,0,0,0,1,1,1,0.00000640688938666637
"4274",44,19,83,2,3.8,"Advanced/Professional",0,0,1,0,0,1,3,0.0145245984689301
"4277",50,24,155,1,7.3,"Undergrad",0,0,0,0,1,1,1,0.0267186402593021
"4278",40,16,138,1,3.5,"Undergrad",0,0,0,0,1,0,1,0.0129251411095706
"4279",56,31,51,3,1.7,"Undergrad",0,0,0,0,1,1,1,0.0000492602138095356
"4283",26,0,195,3,6.33,"Advanced/Professional",0,1,1,1,1,0,3,0.999595882658858
"4292",46,21,34,1,0.1,"Undergrad",124,0,0,0,1,0,1,0.0000146464422412844
"4293",63,37,191,2,4.3,"Advanced/Professional",205,1,0,0,0,0,3,0.994214192960429
"4294",63,38,41,2,1.5,"Undergrad",173,0,0,0,1,1,1,0.0000198947717640431
"4296",65,41,91,2,0,"Advanced/Professional",146,0,0,0,0,0,3,0.120005839390589
"4297",35,9,84,4,2.2,"Graduate",0,0,0,0,1,0,2,0.116824144507403
"4299",43,19,122,1,0.3,"Undergrad",0,0,0,0,1,0,1,0.00295075661841115
"4303",52,27,85,3,3.4,"Advanced/Professional",0,1,0,0,0,0,3,0.173488151125518
"4305",64,39,98,3,1.8,"Graduate",80,0,0,0,1,0,2,0.215623703423015
"4315",35,9,79,4,2.2,"Graduate",0,0,0,0,0,0,2,0.14476449098133
"4327",32,8,42,1,0.2,"Advanced/Professional",102,0,0,0,1,0,3,0.00124595966649672
"4329",64,38,143,2,6.4,"Advanced/Professional",0,1,1,1,1,0,3,0.989908344685239
"4332",61,37,158,2,6,"Undergrad",306,0,1,1,1,1,1,0.550026377809196
"4334",51,26,59,1,1.2,"Undergrad",139,0,0,0,1,0,1,0.0000924075048596594
"4336",36,10,82,2,2.8,"Undergrad",0,0,0,0,0,1,1,0.000328587032607713
"4337",44,19,44,4,0,"Graduate",0,0,0,0,0,0,2,0.0139338649104168
"4340",35,11,38,1,1.7,"Undergrad",0,0,0,0,0,1,1,0.00000877548477268123
"4345",53,28,181,1,8.1,"Undergrad",0,0,0,0,1,0,1,0.348914017015254
"4346",26,1,184,2,4.2,"Advanced/Professional",577,1,0,1,1,1,3,0.998172148025617
"4350",45,18,44,3,1,"Graduate",193,0,0,0,0,0,2,0.0135276452758391
"4352",30,3,32,1,2,"Graduate",0,0,0,0,1,1,2,0.000274793983126876
"4354",61,36,25,2,0.5,"Graduate",0,0,0,0,1,1,2,0.00033820866514908
"4357",43,19,35,1,0.7,"Undergrad",0,0,0,0,0,0,1,0.0000236013166545994
"4359",35,11,75,4,2,"Advanced/Professional",79,0,0,0,0,0,3,0.109383860265626
"4361",67,43,41,2,1.1,"Undergrad",0,0,0,0,0,0,1,0.0000910802360144152
"4362",55,30,42,2,2,"Graduate",196,0,0,0,0,1,2,0.00251008384986279
"4365",59,35,75,4,2.3,"Advanced/Professional",0,0,1,0,0,0,3,0.0770514452573579
"4373",34,10,41,1,2.4,"Graduate",0,0,0,0,0,0,2,0.00272223779043404
"4374",30,6,139,1,4.3,"Undergrad",0,0,0,0,1,0,1,0.013507748913226
"4380",42,17,53,4,1.9,"Advanced/Professional",0,0,0,0,1,0,3,0.0183592377024514
"4382",33,8,39,4,0.8,"Undergrad",0,0,0,0,1,0,1,0.0000831321947794452
"4386",56,32,23,1,1.2,"Advanced/Professional",127,0,0,0,1,1,3,0.000194056646667879
"4389",47,21,123,1,7.3,"Undergrad",0,0,0,0,0,0,1,0.0205325223770927
"4391",52,26,62,4,2.8,"Graduate",0,0,0,0,1,0,2,0.0452786523805286
"4393",52,27,81,4,3.8,"Graduate",0,0,0,0,0,0,2,0.233159311908133
"4399",63,37,61,1,2.5,"Advanced/Professional",0,0,0,0,0,0,3,0.0165272313949083
"4400",48,23,21,1,0.1,"Undergrad",0,0,0,0,0,0,1,0.0000101589375541975
"4402",60,35,42,3,1.5,"Undergrad",0,0,0,0,0,1,1,0.0000503908679231838
"4403",55,25,52,1,1.4,"Advanced/Professional",207,0,1,0,0,0,3,0.0055576987565541
"4405",29,5,34,1,0.4,"Advanced/Professional",0,0,0,0,0,0,3,0.00116264133375422
"4409",64,40,181,2,2.3,"Graduate",0,1,0,1,1,1,2,0.996549167849858
"4413",34,10,19,4,0.4,"Graduate",0,0,0,0,0,0,2,0.00254483950341561
"4415",33,8,178,3,8.5,"Undergrad",0,1,1,1,1,0,1,0.949325837559099
"4416",60,35,65,2,1.5,"Undergrad",220,0,0,0,0,1,1,0.000158285200631529
"4418",54,28,92,2,1.1,"Undergrad",0,0,0,0,1,0,1,0.0011798596101087
"4419",59,34,145,4,1.8,"Undergrad",198,1,0,0,1,0,1,0.122907330324851
"4426",26,0,164,2,4,"Advanced/Professional",301,1,0,0,1,0,3,0.916534291475199
"4432",38,12,60,2,1.8,"Undergrad",0,0,0,0,1,0,1,0.000140059202098655
"4434",62,38,44,1,1.9,"Graduate",0,0,0,0,0,1,2,0.00135848549201957
"4438",63,38,63,2,1.5,"Undergrad",0,0,0,0,1,0,1,0.000220693941933219
"4443",48,23,62,4,3.6,"Advanced/Professional",83,0,0,0,0,1,3,0.0262924513449468
"4446",49,25,135,2,1.4,"Undergrad",82,0,0,0,1,1,1,0.00488155420984433
"4448",49,22,78,3,2,"Graduate",0,0,0,0,1,0,2,0.0623650746287189
"4449",59,34,40,3,0.9,"Advanced/Professional",0,0,0,0,1,0,3,0.0052092536557506
"4450",30,6,44,1,0.2,"Advanced/Professional",0,0,0,0,0,1,3,0.000630007178673519
"4453",59,35,53,4,2.3,"Advanced/Professional",174,0,0,0,1,0,3,0.0287560537226486
"4454",37,11,11,3,0.1,"Graduate",0,0,0,0,0,0,2,0.00100024064180552
"4455",50,24,38,3,0.6,"Graduate",0,0,0,0,1,0,2,0.00408976364675995
"4456",56,31,28,1,1.5,"Graduate",0,0,1,1,1,1,2,0.00458911146992932
"4458",55,29,81,3,1.7,"Graduate",171,0,0,0,1,0,2,0.0873046821401839
"4460",32,8,115,1,4,"Undergrad",0,0,0,0,0,0,1,0.00519039709739393
"4461",47,22,78,1,0.2,"Graduate",0,0,0,0,1,0,2,0.0140425979441318
"4462",46,21,30,4,1.9,"Advanced/Professional",0,0,0,0,1,0,3,0.00467017633147532
"4465",60,35,29,3,0.2,"Undergrad",79,0,0,0,1,1,1,0.0000112340690331058
"4467",34,10,60,3,2.8,"Undergrad",0,0,0,1,1,1,1,0.00253776261367664
"4468",55,30,99,1,0.1,"Advanced/Professional",0,0,0,0,0,0,3,0.0929575161335256
"4470",40,14,53,3,0.5,"Advanced/Professional",0,0,1,1,1,1,3,0.0443688809719971
"4472",56,30,79,3,0.8,"Undergrad",302,0,0,0,0,0,1,0.00218075784486665
"4473",50,25,90,1,2.8,"Graduate",0,0,0,0,1,0,2,0.0463414574943462
"4477",58,32,40,2,0.3,"Undergrad",0,0,0,0,0,0,1,0.0000737253496668617
"4478",33,9,41,1,1.5,"Graduate",0,0,0,1,1,1,2,0.0138953235670632
"4479",33,9,53,1,2.1,"Advanced/Professional",0,0,0,0,0,0,3,0.00536147660273267
"4480",32,8,128,2,4.33,"Undergrad",0,0,0,0,1,0,1,0.0121483294422064
"4481",55,30,145,2,6,"Advanced/Professional",0,1,0,0,1,0,3,0.827704941024629
"4483",40,14,28,2,0.8,"Advanced/Professional",0,0,0,0,0,0,3,0.00195616419898389
"4484",54,28,155,1,1,"Undergrad",256,0,0,0,1,1,1,0.0135807253951017
"4486",35,9,50,4,2.2,"Graduate",0,0,0,0,0,0,2,0.026713191840045
"4493",56,26,91,1,3,"Advanced/Professional",0,0,0,0,1,1,3,0.0224831295274223
"4494",52,28,74,1,2.6,"Graduate",0,0,0,0,1,1,2,0.00490365460732725
"4496",38,14,82,4,2.67,"Undergrad",0,0,0,0,0,0,1,0.00298071359063596
"4497",51,25,45,4,2.6,"Undergrad",0,0,0,0,0,0,1,0.000396891951392321
"4498",45,21,85,2,3.2,"Undergrad",0,0,1,0,1,0,1,0.000412159064454832
"4499",51,26,133,1,0.6,"Undergrad",328,0,0,0,0,0,1,0.0184963915495009
"4502",59,33,38,3,2.2,"Advanced/Professional",178,0,1,1,1,1,3,0.0375832483665179
"4504",45,21,33,3,0.5,"Undergrad",108,0,0,0,1,0,1,0.0000400561909147463
"4505",27,1,41,4,1.8,"Advanced/Professional",147,0,0,0,0,0,3,0.0149581408284297
"4506",40,15,90,4,1.1,"Graduate",0,0,1,0,1,0,2,0.0745519373578966
"4516",29,3,49,4,2.1,"Advanced/Professional",0,0,0,0,0,0,3,0.0224738914257914
